dataset,seed,budget,method,accuracy,f1,precision,info_loss_num,info_loss_cat,info_loss,eps_age,eps_sex,eps_cp,eps_Age,eps_Gender,eps_BMI
heart,3,2,GA,0.8474025974025974,0.8472327140448495,0.8479545678880392,0.41706828996102546,0.48465829846582986,0.45086329421342763,0.6354124258330843,0.5718270205373369,0.7927605536295789,,,
heart,3,2,DAS,0.843073593073593,0.8429801345473011,0.843272829260258,0.3810764511774625,0.5216178521617852,0.4513471516696239,1.0,0.5,0.5,,,
heart,3,2,SSAS,0.8441558441558441,0.8439944794907083,0.8446311095285597,0.3727590317551199,0.5348675034867504,0.4538132676209351,1.0909090909090908,0.5454545454545454,0.3636363636363636,,,
heart,1,9,GA,0.8982683982683982,0.8982776204955,0.8983248159668404,0.30634891817226795,0.06555090655509066,0.1859499123636793,1.8931244566949705,2.091921039341774,5.0149545039632555,,,
heart,1,9,DAS,0.8766233766233767,0.8766146835711552,0.8777978177780085,0.18914008894020104,0.16806136680613668,0.17860072787316886,4.5,2.25,2.25,,,
heart,1,9,SSAS,0.8777056277056277,0.8776907155397563,0.8792740227689206,0.17769193333263522,0.2308228730822873,0.20425740320746127,4.909090909090909,2.4545454545454546,1.6363636363636365,,,
heart,2,4,GA,0.8344155844155844,0.8343888570521582,0.834566641399127,0.5142399787282962,0.21338912133891214,0.3638145500336042,0.0036646396547964652,0.8458688800992322,3.1504664802459716,,,
heart,2,4,DAS,0.8051948051948052,0.8052209106131806,0.8057569470990936,0.30412125371570414,0.39888423988842403,0.35150274680206406,2.0,1.0,1.0,,,
heart,2,4,SSAS,0.8095238095238096,0.8095467459447562,0.809831518539172,0.29219143274067055,0.42677824267782427,0.35948483770924744,2.1818181818181817,1.0909090909090908,0.7272727272727272,,,
heart,2,6,GA,0.8409090909090909,0.8408536778442733,0.8409580658915177,0.5132610458343221,0.08647140864714087,0.2998662272407315,0.007111535738072004,2.943638494966501,3.0492499692954276,,,
heart,2,6,DAS,0.814935064935065,0.8149553877681214,0.8151188352351516,0.2475205287562687,0.2914923291492329,0.2695064289527508,3.0,1.5,1.5,,,
heart,2,6,SSAS,0.8073593073593074,0.8073823994345114,0.8080302775508247,0.23498572464652023,0.33472803347280333,0.2848568790596618,3.272727272727273,1.6363636363636365,1.090909090909091,,,
heart,1,6,GA,0.8939393939393939,0.8939506893752848,0.8946790389607386,0.38727265034596076,0.11436541143654114,0.25081903089125096,0.9208979338048809,2.2142189307812883,2.8648831354138307,,,
heart,1,6,DAS,0.8733766233766233,0.8733940480292887,0.8737113037322765,0.244656635827003,0.2928870292887029,0.268771832557853,3.0,1.5,1.5,,,
heart,1,6,SSAS,0.8625541125541125,0.8625503135006314,0.8634307407822747,0.2325531843804691,0.3312412831241283,0.2818972337522987,3.272727272727273,1.6363636363636365,1.090909090909091,,,
heart,1,1,GA,0.8668831168831169,0.8669014990153748,0.8673176486082209,0.4436924036742382,0.5655509065550907,0.5046216551146644,0.42538061601997906,0.06318940445411322,0.5114299795259077,,,
heart,1,1,DAS,0.8560606060606061,0.8560737165503981,0.8567397067939084,0.4336882625980212,0.5794979079497908,0.506593085273906,0.5,0.25,0.25,,,
heart,1,1,SSAS,0.8463203463203463,0.8463321434590495,0.8471646746299851,0.4278474054097092,0.5788005578800558,0.5033239816448825,0.5454545454545454,0.2727272727272727,0.1818181818181818,,,
heart,1,7,GA,0.8961038961038961,0.8961148518413774,0.8962391633343662,0.4913702928870293,0.06764295676429567,0.2795066248256625,0.008458747316226308,2.0318758622491697,4.959665390434604,,,
heart,1,7,DAS,0.8820346320346321,0.882052557743053,0.8824498050853465,0.22338634080032918,0.24686192468619247,0.23512413274326083,3.5,1.75,1.75,,,
heart,1,7,SSAS,0.8777056277056277,0.8776690283988143,0.8797520185100091,0.21146777441625852,0.29776847977684795,0.25461812709655324,3.818181818181818,1.909090909090909,1.2727272727272727,,,
heart,1,5,GA,0.8928571428571428,0.8928712572490008,0.8934081178067355,0.4808435944064473,0.13040446304044628,0.3056240287234468,0.1304475038584077,2.230017935452506,2.639534560689086,,,
heart,1,5,DAS,0.8733766233766235,0.8733832997599954,0.8741368509714084,0.2695273301567211,0.34518828451882844,0.30735780733777474,2.5,1.25,1.25,,,
heart,1,5,SSAS,0.8517316017316018,0.8517332105303361,0.8528189884930106,0.25775595368751864,0.37308228730822873,0.3154191204978737,2.727272727272727,1.3636363636363635,0.9090909090909088,,,
heart,2,5,GA,0.8409090909090909,0.8408760639860734,0.8409554818842467,0.5139812221437513,0.13249651324965134,0.3232388676967013,0.004806323432795023,1.7976690651641865,3.1975246114030185,,,
heart,2,5,DAS,0.8138528138528138,0.8138791040923925,0.8142274202595461,0.2733593517527026,0.34309623430962344,0.308227793031163,2.5,1.25,1.25,,,
heart,2,5,SSAS,0.8073593073593074,0.8073743014038492,0.8078983168842605,0.2610487501106296,0.3877266387726639,0.3243876944416467,2.727272727272727,1.3636363636363635,0.9090909090909088,,,
heart,3,1,GA,0.8484848484848485,0.8483234711141652,0.8490124570763838,0.397572160176775,0.6157601115760112,0.5066661358763931,0.8244362996116523,0.002536359792334514,0.1730273405960132,,,
heart,3,1,DAS,0.841991341991342,0.8418511391004736,0.8423520923520925,0.43170572968853943,0.5774058577405858,0.5045557937145626,0.5,0.25,0.25,,,
heart,3,1,SSAS,0.8441558441558441,0.8440732850718123,0.8443247890134375,0.4267981528320872,0.5829846582984658,0.5048914055652765,0.5454545454545454,0.2727272727272727,0.1818181818181818,,,
heart,2,2,GA,0.8246753246753246,0.82455654452134,0.8251133545844654,0.41978832225510154,0.4714086471408647,0.44559848469798313,0.7293712364696007,0.0018552032758116688,1.2687735602545875,,,
heart,2,2,DAS,0.8084415584415585,0.808432239590219,0.8087465276264147,0.389101998612297,0.5034867503486751,0.44629437448048603,1.0,0.5,0.5,,,
heart,2,2,SSAS,0.8106060606060606,0.8106348497667399,0.8109182546239048,0.3798612336241984,0.5139470013947001,0.44690411750944925,1.0909090909090908,0.5454545454545454,0.3636363636363636,,,
heart,1,8,GA,0.8982683982683982,0.8982776204955,0.8983248159668404,0.38990648199744254,0.06555090655509066,0.2277286942762666,0.8949787809547344,2.087330211201037,5.017691007844229,,,
heart,1,8,DAS,0.8690476190476191,0.8690536340772687,0.8698285506184913,0.2051117507697963,0.20292887029288703,0.20402031053134168,4.0,2.0,2.0,,,
heart,1,8,SSAS,0.8722943722943723,0.8722958340925366,0.8732699572730428,0.193335962736269,0.26429567642956764,0.2288158195829183,4.363636363636363,2.1818181818181817,1.4545454545454544,,,
heart,2,3,GA,0.8268398268398268,0.8267583553214655,0.8269790896661,0.4352066762049585,0.3486750348675035,0.39194085553623104,0.6105876342564585,0.2591114783574653,2.1303008873860763,,,
heart,2,3,DAS,0.8095238095238096,0.8095520844472169,0.8098853404955472,0.3418379013462509,0.45467224546722457,0.3982550734067377,1.5,0.75,0.75,,,
heart,2,3,SSAS,0.8051948051948052,0.8052236252520578,0.8057396324024707,0.33060091057429736,0.46722454672245467,0.398912728648376,1.6363636363636365,0.8181818181818182,0.5454545454545455,,,
heart,1,4,GA,0.8885281385281386,0.8885322574978364,0.8895007354445367,0.47410697344491143,0.21687587168758715,0.3454914225662493,0.1835477244954309,1.9191489779107807,1.897303297593788,,,
heart,1,4,DAS,0.8668831168831169,0.8668920476251092,0.867224357295142,0.29921203146400527,0.3940027894002789,0.34660741043214205,2.0,1.0,1.0,,,
heart,1,4,SSAS,0.8658008658008658,0.8658115004493379,0.866175181647221,0.2877007408825077,0.41841004184100417,0.3530553913617559,2.1818181818181817,1.0909090909090908,0.7272727272727272,,,
heart,2,1,GA,0.8279220779220781,0.8278978405928538,0.8280783514645593,0.49173402582344644,0.5334728033472803,0.5126034145853634,0.1622752125211468,0.0009996076282276297,0.8367251798506257,,,
heart,2,1,DAS,0.8181818181818182,0.8181685704162595,0.8181781619281621,0.4489648227035678,0.5634588563458857,0.5062118395247267,0.5,0.25,0.25,,,
heart,2,1,SSAS,0.814935064935065,0.8149446124990541,0.8151066094771006,0.443459202746252,0.5669456066945607,0.5052024047204063,0.5454545454545454,0.2727272727272727,0.1818181818181818,,,
heart,3,3,GA,0.8571428571428572,0.8570949590043426,0.8572276595151572,0.49856085438285547,0.3291492329149233,0.41385504364888936,0.0033884642998202965,2.0854700320945136,0.9111415036056666,,,
heart,3,3,DAS,0.8419913419913421,0.841902450116531,0.8422068421273788,0.3381073618939991,0.4616457461645746,0.39987655402928685,1.5,0.75,0.75,,,
heart,3,3,SSAS,0.8441558441558441,0.8440907626283032,0.844251242722846,0.3274946384642081,0.47489539748953974,0.40119501797687396,1.6363636363636365,0.8181818181818182,0.5454545454545455,,,
heart,1,3,GA,0.8820346320346321,0.8820279713040673,0.8823556121325504,0.40927268603366335,0.3528591352859135,0.38106591065978845,0.712074971749112,0.35168176590097333,1.9362432623499144,,,
heart,1,3,DAS,0.8603896103896105,0.8604040218002004,0.8608731368703303,0.3350729652925126,0.45746164574616455,0.3962673055193386,1.5,0.75,0.75,,,
heart,1,3,SSAS,0.8571428571428571,0.8571659506268148,0.8575866141355681,0.3246147907429357,0.4714086471408647,0.39801171894190024,1.6363636363636365,0.8181818181818182,0.5454545454545455,,,
heart,3,8,GA,0.8603896103896105,0.8603022651534203,0.8606177479856596,0.22817439312229407,0.19456066945606695,0.2113675312891805,3.4905314978034854,2.736113256886288,1.7733552453102275,,,
heart,3,8,DAS,0.841991341991342,0.8419244776188646,0.842081795730017,0.20958456376660084,0.19944211994421202,0.20451334185540643,4.0,2.0,2.0,,,
heart,3,8,SSAS,0.8452380952380952,0.8451959344057971,0.8454689198723635,0.19741769818899843,0.25732217573221755,0.22736993696060798,4.363636363636363,2.1818181818181817,1.4545454545454544,,,
heart,1,2,GA,0.8766233766233767,0.8766121330377911,0.876749346432788,0.4913702928870293,0.38493723849372385,0.43815376569037656,0.005446990406680275,0.1071608654178605,1.8873921441754593,,,
heart,1,2,DAS,0.8658008658008658,0.8658142640810066,0.8659396938186313,0.37912118228159275,0.5125523012552301,0.4458367417684114,1.0,0.5,0.5,,,
heart,1,2,SSAS,0.8593073593073592,0.8593310928837244,0.859644684320009,0.37032276958024574,0.5355648535564853,0.4529438115683655,1.0909090909090908,0.5454545454545454,0.3636363636363636,,,
heart,3,9,GA,0.8614718614718614,0.8614416401557482,0.8614962803847986,0.20155623239429132,0.2733612273361227,0.23745872986520702,4.238315281752074,3.72201744008943,1.0396672781584961,,,
heart,3,9,DAS,0.843073593073593,0.8429980689453022,0.8433099283600222,0.1930708679893605,0.16666666666666669,0.1798687673280136,4.5,2.25,2.25,,,
heart,3,9,SSAS,0.8517316017316018,0.8517089404140677,0.851812734371066,0.18093896791223216,0.22594142259414227,0.2034401952531872,4.909090909090909,2.4545454545454546,1.6363636363636365,,,
heart,3,4,GA,0.8582251082251083,0.858219135401444,0.8582312667481906,0.4979549638208849,0.3507670850767085,0.4243610244487967,0.006380134638722936,3.6237783257806933,0.3698415395805838,,,
heart,3,4,DAS,0.8387445887445887,0.8385981219573485,0.8391410433023266,0.3025409720528332,0.40794979079497906,0.35524538142390616,2.0,1.0,1.0,,,
heart,3,4,SSAS,0.8452380952380952,0.8452006199024806,0.8453231869387704,0.2914975058095957,0.4225941422594142,0.35704582403450497,2.1818181818181817,1.0909090909090908,0.7272727272727272,,,
heart,3,10,GA,0.8593073593073592,0.8592608083933154,0.8594802458048606,0.24341847995274077,0.2608089260808926,0.2521137030168167,3.124250949498955,5.847492225665251,1.028256824835794,,,
heart,3,10,DAS,0.8387445887445887,0.8386296043287017,0.8389925814029868,0.17844019303194678,0.13249651324965134,0.15546835314079904,5.0,2.5,2.5,,,
heart,3,10,SSAS,0.8528138528138528,0.852750597954084,0.8529841254788589,0.16686032902660305,0.19316596931659694,0.1800131491716,5.454545454545454,2.727272727272727,1.8181818181818177,,,
heart,4,10,GA,0.8571428571428572,0.8567733149901148,0.8591180949322469,0.3710481170324396,0.022315202231520222,0.19668165963197992,1.115809203158153,4.828585301400419,4.055605495441428,,,
heart,4,10,DAS,0.8311688311688311,0.8308765447875491,0.8321468151310087,0.1764085019133689,0.12133891213389121,0.14887370702363006,5.0,2.5,2.5,,,
heart,4,10,SSAS,0.8279220779220778,0.8278201287954801,0.8281111205931727,0.16529147734260966,0.18898186889818688,0.17713667312039827,5.454545454545454,2.727272727272727,1.8181818181818177,,,
heart,4,9,GA,0.8603896103896105,0.8600796126524356,0.8620362851462701,0.46329492899939,0.022315202231520222,0.24280506561545512,0.2657817620298718,4.733941296609697,4.000276941360431,,,
heart,4,9,DAS,0.8311688311688311,0.830935086038855,0.8318615727706637,0.19023670832126957,0.16108786610878661,0.17566228721502808,4.5,2.25,2.25,,,
heart,4,9,SSAS,0.8376623376623377,0.8375761267049225,0.8378773422842102,0.17876915945409189,0.21896792189679218,0.19886854067544202,4.909090909090909,2.4545454545454546,1.6363636363636365,,,
heart,5,6,GA,0.8863636363636364,0.8861118815110517,0.8881817308247572,0.3569109936379864,0.13249651324965134,0.24470375344381887,1.1998301073689652,1.675840573112518,3.1243293195185173,,,
heart,5,6,DAS,0.8647186147186147,0.864540115709413,0.8655158728573781,0.24175997867594942,0.3089260808926081,0.27534302978427877,3.0,1.5,1.5,,,
heart,5,6,SSAS,0.8636363636363636,0.8634268246251481,0.8646092072524159,0.22952116113134255,0.3298465829846583,0.27968387205800044,3.272727272727273,1.6363636363636365,1.090909090909091,,,
heart,4,8,GA,0.8593073593073592,0.858906346260952,0.8615988062493717,0.432551703640969,0.03277545327754533,0.23266357845925717,0.523553033035011,3.473092052972838,4.003354913992152,,,
heart,4,8,DAS,0.8322510822510824,0.8320095098867714,0.8329967900008383,0.2060919608269588,0.19525801952580196,0.20067499017638038,4.0,2.0,2.0,,,
heart,4,8,SSAS,0.8235930735930737,0.8235476725606108,0.8236007118216523,0.1943236099981642,0.25174337517433754,0.22303349258625088,4.363636363636363,2.1818181818181817,1.4545454545454544,,,
heart,4,4,GA,0.843073593073593,0.8430577995076957,0.8430717209624548,0.4913559119081193,0.3312412831241283,0.4112985975161238,0.00652952228582467,3.4001514640004653,0.5933190137137101,,,
heart,4,4,DAS,0.8257575757575758,0.8256440015241521,0.8260275924494329,0.3025012919896049,0.3891213389121339,0.3458113154508694,2.0,1.0,1.0,,,
heart,4,4,SSAS,0.8268398268398268,0.8267770780149754,0.826935270918321,0.2910865167622987,0.40446304044630405,0.3477747786043014,2.1818181818181817,1.0909090909090908,0.7272727272727272,,,
heart,5,2,GA,0.8831168831168831,0.8827811553994871,0.8856217693932488,0.46860719884090124,0.41352859135285913,0.44106789509688016,0.14022808094951728,0.006820527367374843,1.852951391683108,,,
heart,5,2,DAS,0.8593073593073592,0.8589437354215347,0.8613020491499496,0.37490433746554447,0.5125523012552301,0.44372831936038726,1.0,0.5,0.5,,,
heart,5,2,SSAS,0.8701298701298702,0.8698829842501393,0.8714979912308835,0.3665227393860147,0.5327754532775453,0.44964909633177996,1.0909090909090908,0.5454545454545454,0.3636363636363636,,,
heart,3,7,GA,0.8625541125541125,0.862540502493025,0.8626422770122942,0.28947524246709533,0.2733612273361227,0.281418234901609,2.2157103963969482,3.7509328227121412,1.033356780890911,,,
heart,3,7,DAS,0.841991341991342,0.8419357162933512,0.8420810712564234,0.22780393238155539,0.2405857740585774,0.2341948532200664,3.5,1.75,1.75,,,
heart,3,7,SSAS,0.8441558441558442,0.8441093295858934,0.8443333711954332,0.21593144239753803,0.296373779637378,0.256152611017458,3.818181818181818,1.909090909090909,1.2727272727272727,,,
heart,4,6,GA,0.843073593073593,0.8425296049268498,0.8458663441851404,0.48547172232947294,0.07322175732217573,0.27934673982582436,0.061762375349128186,2.1612688802717734,3.7769687443790985,,,
heart,4,6,DAS,0.8235930735930737,0.8234424311898637,0.8240209065785541,0.24599913476701832,0.27824267782426776,0.26212090629564305,3.0,1.5,1.5,,,
heart,4,6,SSAS,0.8214285714285715,0.8213764082350005,0.8214930946757422,0.2337822775279478,0.3186889818688982,0.276235629698423,3.272727272727273,1.6363636363636365,1.090909090909091,,,
heart,4,1,GA,0.841991341991342,0.8419379559577895,0.8420871129608473,0.47086364443439765,0.5285913528591353,0.49972749864676647,0.1986489973627615,0.19645827257394324,0.6048927300632952,,,
heart,4,1,DAS,0.8246753246753246,0.8245621971164142,0.8248549773472398,0.43550971812811556,0.5550906555090656,0.49530018681859056,0.5,0.25,0.25,,,
heart,4,1,SSAS,0.8257575757575757,0.8256267381242481,0.8260113458292251,0.42978680178085993,0.5634588563458856,0.49662282906337274,0.5454545454545454,0.2727272727272727,0.1818181818181818,,,
heart,5,7,GA,0.8885281385281386,0.8882250713457355,0.8909220707330862,0.28726507611764135,0.1708507670850767,0.22905792160135902,2.141489330732899,0.9381312829014383,3.9203793863656626,,,
heart,5,7,DAS,0.8690476190476191,0.8686669408753267,0.8714546921878457,0.22003172146825012,0.25383542538354253,0.23693357342589633,3.5,1.75,1.75,,,
heart,5,7,SSAS,0.8668831168831169,0.8666667934170634,0.8679521656581594,0.20791122354541602,0.297768479776848,0.252839851661132,3.818181818181818,1.909090909090909,1.2727272727272727,,,
heart,5,4,GA,0.8874458874458875,0.8870487464771858,0.8907328079012681,0.34539526847172164,0.3417015341701534,0.34354840132093756,1.3369094410505034,0.004296043443842789,2.658794515505654,,,
heart,5,4,DAS,0.8679653679653679,0.8678078970013888,0.8686563689297917,0.29638279554264213,0.39888423988842403,0.3476335177155331,2.0,1.0,1.0,,,
heart,5,4,SSAS,0.8582251082251083,0.8579854962439163,0.8593023354239033,0.2848195359597732,0.42538354253835425,0.35510153924906374,2.1818181818181817,1.0909090909090908,0.7272727272727272,,,
heart,5,8,GA,0.8896103896103896,0.8892767265488472,0.8923179616711768,0.21980597474063737,0.1701534170153417,0.19497969587798952,3.505640850742755,1.12982637168671,3.3645327775705356,,,
heart,5,8,DAS,0.8798701298701298,0.8796030573325249,0.8816954796802813,0.2014891885697825,0.2078103207810321,0.2046497546754073,4.0,2.0,2.0,,,
heart,5,8,SSAS,0.8733766233766233,0.8730965869151959,0.8750626794345666,0.18949543587247084,0.2705718270571827,0.23003363146482675,4.363636363636363,2.1818181818181817,1.4545454545454544,,,
heart,4,7,GA,0.8571428571428571,0.8567672158749159,0.8591821882555207,0.4906525786131262,0.04184100418410042,0.2662467913986133,0.009889815013877626,2.9611001288104264,4.029010056175696,,,
heart,4,7,DAS,0.8279220779220778,0.8277642514348781,0.828364356588332,0.22458237178796733,0.23709902370990238,0.23084069774893484,3.5,1.75,1.75,,,
heart,4,7,SSAS,0.8257575757575758,0.8256712131978241,0.825919549499095,0.21244581701283638,0.2733612273361227,0.24290352217447955,3.818181818181818,1.909090909090909,1.2727272727272727,,,
heart,5,3,GA,0.8863636363636364,0.8859480478179794,0.889793892684066,0.4432185720497806,0.3417015341701534,0.392460053109967,0.3340855810059588,0.0038480743648290753,2.662066344629212,,,
heart,5,3,DAS,0.8593073593073594,0.8590540009184654,0.8604995764493658,0.3322662137092301,0.45118549511854955,0.39172585441388985,1.5,0.75,0.75,,,
heart,5,3,SSAS,0.8701298701298702,0.869857301532336,0.8716942809608237,0.32176734152678926,0.4623430962343096,0.3920552188805494,1.6363636363636365,0.8181818181818182,0.5454545454545455,,,
heart,3,6,GA,0.8593073593073592,0.8592930112902861,0.8593511859959229,0.49782318757886634,0.26359832635983266,0.38071075696934953,0.007896433177941548,4.959516191282601,1.032587375539458,,,
heart,3,6,DAS,0.8409090909090908,0.8407679955693502,0.8413425388109266,0.24893247797137083,0.2859135285913529,0.26742300328136187,3.0,1.5,1.5,,,
heart,3,6,SSAS,0.8398268398268399,0.8397829337023476,0.8399166369229277,0.23702495381660374,0.33333333333333337,0.28517914357496854,3.272727272727273,1.6363636363636365,1.090909090909091,,,
heart,4,3,GA,0.8409090909090908,0.8408928405236914,0.8409061219218557,0.4916027429102743,0.3486750348675035,0.4201388888888889,0.0020898876468291383,2.3937614264133242,0.6041486859398464,,,
heart,4,3,DAS,0.8268398268398268,0.8267257015733266,0.8270550345245468,0.3373056697716819,0.4358437935843794,0.3865747316780307,1.5,0.75,0.75,,,
heart,4,3,SSAS,0.8246753246753246,0.8245419972932173,0.824920172973037,0.3271009120343186,0.45746164574616455,0.39228127889024156,1.6363636363636365,0.8181818181818182,0.5454545454545455,,,
heart,4,2,GA,0.8387445887445887,0.8386518304635221,0.8389074423388242,0.4135611216680967,0.46582984658298465,0.4396954841255407,0.6896043653942142,0.6998303252599709,0.6105653093458149,,,
heart,4,2,DAS,0.8138528138528138,0.8137316848668266,0.8140099270903929,0.3825768711473074,0.50278940027894,0.4426831357131237,1.0,0.5,0.5,,,
heart,4,2,SSAS,0.8300865800865801,0.8299119288908213,0.8305650954852277,0.3735081442847097,0.504881450488145,0.43919479738642736,1.0909090909090908,0.5454545454545454,0.3636363636363636,,,
heart,5,10,GA,0.8928571428571429,0.892592860151864,0.8949982783417666,0.24193124296019422,0.11994421199442121,0.1809377274773077,2.996316339816553,1.2098256782766563,5.7938579819067915,,,
heart,5,10,DAS,0.8777056277056277,0.8773793637849533,0.879897665798746,0.17124102220836104,0.14086471408647142,0.15605286814741623,5.0,2.5,2.5,,,
heart,5,10,SSAS,0.8766233766233765,0.8763625055452944,0.8782241198291875,0.16024087424422664,0.20362622036262204,0.18193354730342434,5.454545454545454,2.727272727272727,1.8181818181818177,,,
heart,5,9,GA,0.8906926406926408,0.8904460668909371,0.8926111227207175,0.2747109305422936,0.12203626220362622,0.19837359637295993,2.3564863049485147,1.1784277851725935,5.465085909878892,,,
heart,5,9,DAS,0.8777056277056277,0.8774824612675708,0.8790293774553325,0.1852855184980229,0.17154811715481172,0.17841681782641733,4.5,2.25,2.25,,,
heart,5,9,SSAS,0.8701298701298702,0.8699266137038424,0.8711758262063141,0.17361766841966597,0.2384937238493724,0.20605569613451918,4.909090909090909,2.4545454545454546,1.6363636363636365,,,
heart,3,5,GA,0.8593073593073592,0.8592930112902861,0.8593511859959229,0.4985230886811178,0.2705718270571827,0.38454745786915023,0.0034904813072844537,3.9638469550579645,1.032662563634751,,,
heart,3,5,DAS,0.8419913419913421,0.8419235807824643,0.8421049725441062,0.27353198724804506,0.34797768479776847,0.31075483602290677,2.5,1.25,1.25,,,
heart,3,5,SSAS,0.8474025974025974,0.8472546684222322,0.8478552690824331,0.2618819935586902,0.3786610878661088,0.3202715407123995,2.727272727272727,1.3636363636363635,0.9090909090909088,,,
heart,5,5,GA,0.8852813852813853,0.8848879877804953,0.888470185459151,0.279667093440757,0.3333333333333333,0.30650021338704514,2.2691356022596767,0.006071855909798277,2.724792541830525,,,
heart,5,5,DAS,0.8701298701298702,0.8698547558904283,0.8717134598188556,0.26684571208032865,0.34797768479776847,0.3074116984390486,2.5,1.25,1.25,,,
heart,5,5,SSAS,0.8658008658008658,0.8655678853779977,0.8670043813958546,0.25505322601122893,0.38145048814504884,0.31825185707813886,2.727272727272727,1.3636363636363635,0.9090909090909088,,,
heart,6,9,GA,0.8733766233766235,0.872841763761348,0.8773715525491922,0.33413023172668876,0.03765690376569038,0.18589356774618956,1.4611516139448426,3.5870313671331306,3.9518170189220254,,,
heart,6,9,DAS,0.8549783549783551,0.8543163404407025,0.8589002858141828,0.1875195589189047,0.16248256624825663,0.17500106258358067,4.5,2.25,2.25,,,
heart,6,9,SSAS,0.8560606060606061,0.8554937280579145,0.8594214330591247,0.175362466060994,0.21617852161785217,0.19577049383942308,4.909090909090909,2.4545454545454546,1.6363636363636365,,,
heart,5,1,GA,0.8777056277056277,0.8774330119824874,0.879471015398457,0.489220130172013,0.5104602510460251,0.4998401906090191,0.0018257939039549875,0.0016462949443371707,0.9965279111517079,,,
heart,5,1,DAS,0.8528138528138528,0.8523913819203663,0.8549488684579626,0.42516961443880236,0.5718270571827057,0.498498335810754,0.5,0.25,0.25,,,
heart,5,1,SSAS,0.8517316017316018,0.8513311079099694,0.8537100493788676,0.4204099243012524,0.5774058577405857,0.49890789102091904,0.5454545454545454,0.2727272727272727,0.1818181818181818,,,
heart,6,10,GA,0.8733766233766233,0.8728415636562511,0.8773113388029291,0.31214669572799997,0.025801952580195256,0.1689743241540976,1.7682893590609452,3.5593981279429756,4.672312512996079,,,
heart,6,10,DAS,0.8549783549783551,0.8541937293592126,0.859901153610035,0.17286048180796024,0.1290097629009763,0.15093512235446827,5.0,2.5,2.5,,,
heart,6,10,SSAS,0.8582251082251083,0.857703828402936,0.8613163620615524,0.16131110126055462,0.18410041841004182,0.17270575983529823,5.454545454545454,2.727272727272727,1.8181818181818177,,,
heart,6,6,GA,0.8733766233766233,0.872843427208401,0.8773034797615807,0.4910894670672011,0.07531380753138076,0.28320163729929093,0.00787397783286501,2.501278832043642,3.4908471901234925,,,
heart,6,6,DAS,0.8495670995670995,0.8490158605134764,0.8525588907705733,0.24446932956083456,0.2859135285913529,0.2651914290760937,3.0,1.5,1.5,,,
